year,month,State,type_of_connection,value,date,Service_provider
2012,3,Uttar Pradesh (East),wireless,4647678.0,01-03-2012,TATA TELE
2016,7,Kolkata,wireline,637073.0,01-07-2016,BSNL
2021,1,Karnataka,wireless,2166582.0,01-01-2021,MTNL
2018,9,Tamil Nadu,wireline,17590.0,01-09-2018,VODAFONE IDEA
2015,3,Andhra Pradesh,wireless,5119638.0,01-03-2015,RELIANCE COMMUNICATIONS
2015,8,Uttar Pradesh (West),wireless,8253038.0,01-08-2015,TELENOR
2010,7,Kerala,wireless,162617.0,01-07-2010,VIDEOCON
2025,2,Maharashtra,wireline,591364.0,01-02-2025,AIRTEL
2009,7,Tamil Nadu,wireless,4302846.0,01-07-2009,RELIANCE COMMUNICATIONS
2010,12,Odisha,wireless,1809046.0,01-12-2010,VODAFONE IDEA
2013,1,Andhra Pradesh,wireless,0.0,01-01-2013,MTNL
2011,6,Assam,wireless,3429987.0,01-06-2011,AIRCEL
2019,6,Himachal Pradesh,wireless,72.0,01-06-2019,RELIANCE COMMUNICATIONS
2020,7,Delhi,wireless,118605117.0,01-07-2020,BSNL
2015,1,Bihar,wireless,8892943.0,01-01-2015,VIDEOCON
2022,11,Gujarat,wireline,478580.0,01-11-2022,JIO
2011,6,Rajasthan,wireline,4810.0,01-06-2011,TATA TELE
2017,8,Maharashtra,wireless,3320983.0,01-08-2017,RELIANCE COMMUNICATIONS
2022,5,Jammu And Kashmir,wireless,4750984.0,01-05-2022,JIO
2019,10,Haryana,wireline,22362.0,01-10-2019,AIRTEL
2010,3,Uttar Pradesh (West),wireless,6271026.0,01-03-2010,RELIANCE COMMUNICATIONS
2010,10,Delhi,wireline,53625.0,01-10-2010,TATA TELE
2015,6,Delhi,wireless,6013531.0,01-06-2015,VODAFONE IDEA
2016,3,Delhi,wireless,8097724.0,01-03-2016,RELIANCE COMMUNICATIONS
2019,10,Uttar Pradesh (West),wireline,50251.0,01-10-2019,JIO
2013,9,Mumbai,wireless,3237854.0,01-09-2013,VODAFONE IDEA
2017,4,Maharashtra,wireless,26758459.0,01-04-2017,VODAFONE IDEA
2016,11,Andhra Pradesh,wireline,75686.0,01-11-2016,RELIANCE COMMUNICATIONS
2024,10,Gujarat,wireline,0.0,01-10-2024,MTNL
2020,2,Tamil Nadu,wireline,1172524.0,01-02-2020,BSNL
2023,3,Punjab,wireless,7185176.0,01-03-2023,VODAFONE IDEA
2014,1,Gujarat,wireless,9450027.0,01-01-2014,LOOP TELECOM
2010,12,Andhra Pradesh,wireless,6954764.0,01-12-2010,VODAFONE IDEA
2015,8,Maharashtra,wireless,22291586.0,01-08-2015,VODAFONE IDEA
2019,11,Bihar,wireless,117598414.0,01-11-2019,BSNL
2023,3,Uttar Pradesh (West),wireline,179140.0,01-03-2023,BSNL
2014,3,Jammu And Kashmir,wireless,770669.0,01-03-2014,RELIANCE COMMUNICATIONS
2016,4,Bihar,wireless,52429453.0,01-04-2016,SISTEMA / MTS
2011,8,Odisha,wireless,645.0,01-08-2011,LOOP TELECOM
2010,1,North East 1,wireless,1357383.0,01-01-2010,AIRTEL
2013,7,Haryana,wireless,11092.0,01-07-2013,AIRCEL
2017,12,Mumbai,wireless,2526680.0,01-12-2017,AIRCEL
2022,4,Punjab,wireless,11999746.0,01-04-2022,AIRTEL
2021,12,Karnataka,wireline,23731.0,01-12-2021,RELIANCE COMMUNICATIONS
2009,1,Madhya Pradesh,wireless,175337.0,01-01-2009,VODAFONE IDEA
2024,4,Rajasthan,wireline,0.0,01-04-2024,OTHERS
2011,7,Tamil Nadu,wireless,1402055.0,01-07-2011,VIDEOCON
2011,5,North East 1,wireless,2165087.0,01-05-2011,AIRCEL
2012,2,Himachal Pradesh,wireless,94.0,01-02-2012,TELENOR
2010,5,Karnataka,wireless,13209270.0,01-05-2010,AIRTEL
2010,12,ALL INDIA,wireless,3044579.0,01-12-2010,LOOP TELECOM
2017,6,Kerala,wireless,1221801.0,01-06-2017,RELIANCE COMMUNICATIONS
2009,1,Tamil Nadu,wireless,2379192.0,01-01-2009,VODAFONE IDEA
2024,8,Bihar,wireline,0.0,01-08-2024,HFCL / QUADRANT
2017,10,Karnataka,wireless,8781255.0,01-10-2017,JIO
2010,3,Odisha,wireless,102422145.0,01-03-2010,HFCL / QUADRANT
2013,12,Kerala,wireless,2174798.0,01-12-2013,RELIANCE COMMUNICATIONS
2022,5,Odisha,wireline,141346.0,01-05-2022,JIO
2012,7,Punjab,wireless,0.0,01-07-2012,OTHERS
2010,10,Bihar,wireless,2681.0,01-10-2010,ETISALAT
2014,9,Uttar Pradesh (East),wireless,16430059.0,01-09-2014,VODAFONE IDEA
2011,5,ALL INDIA,wireless,93754764.0,01-05-2011,VODAFONE IDEA
2012,1,Kolkata,wireline,92323.0,01-01-2012,AIRTEL
2021,11,Kolkata,wireless,2154158.0,01-11-2021,MTNL
2009,5,Chennai,wireless,4235023.0,01-05-2009,LOOP TELECOM
2013,7,Delhi,wireless,2602201.0,01-07-2013,MTNL
2020,3,Bihar,wireless,5628326.0,01-03-2020,BSNL
2010,3,Jammu And Kashmir,wireless,103177.0,01-03-2010,TATA TELE
2018,9,Karnataka,wireless,13666438.0,01-09-2018,JIO
2020,5,Haryana,wireless,9359933.0,01-05-2020,JIO
2011,5,Madhya Pradesh,wireless,3165944.0,01-05-2011,HFCL / QUADRANT
2011,12,Tamil Nadu,wireless,0.0,01-12-2011,OTHERS
2009,4,Rajasthan,wireless,2453830.0,01-04-2009,MTNL
2020,7,ALL INDIA,wireless,92174.0,01-07-2020,BSNL
2018,6,ALL INDIA,wireless,344564121.0,01-06-2018,AIRTEL
2017,4,Haryana,wireless,1441303.0,01-04-2017,RELIANCE COMMUNICATIONS
2020,1,North East 1,wireless,3554006.0,01-01-2020,JIO
2009,3,Kolkata,wireless,2485001.0,01-03-2009,AIRTEL
2016,5,Maharashtra,wireless,18416241.0,01-05-2016,VODAFONE IDEA
2019,3,Mumbai,wireless,11918598.0,01-03-2019,JIO
2022,12,West Bengal,wireless,151.0,01-12-2022,RELIANCE COMMUNICATIONS
2017,6,West Bengal,wireless,884697.0,01-06-2017,SISTEMA / MTS
2012,3,Jammu And Kashmir,wireless,0.0,01-03-2012,ETISALAT
2019,11,ALL INDIA,wireline,9837569.0,01-11-2019,BSNL
2013,2,Tamil Nadu,wireless,5383852.0,01-02-2013,TATA TELE
2018,9,Delhi,wireline,42580.0,01-09-2018,VODAFONE IDEA
2011,10,North East 1,wireless,904552.0,01-10-2011,VODAFONE IDEA
2015,12,Tamil Nadu,wireless,21315077.0,01-12-2015,AIRCEL
2012,8,Gujarat,wireline,0.0,01-08-2012,SISTEMA / MTS
2018,1,Delhi,wireless,9883575.0,01-01-2018,JIO
2025,2,Rajasthan,wireline,0.0,01-02-2025,OTHERS
2023,10,Bihar,wireless,7760256.0,01-10-2023,VODAFONE IDEA
2018,3,Kerala,wireline,22061.0,01-03-2018,RELIANCE COMMUNICATIONS
2010,7,Jammu And Kashmir,wireless,76397.0,01-07-2010,VODAFONE IDEA
2009,4,West Bengal,wireless,2204676.0,01-04-2009,LOOP TELECOM
2018,7,Delhi,wireline,1344985.0,01-07-2018,AIRTEL
2018,1,Gujarat,wireless,63.0,01-01-2018,AIRCEL
2016,3,Kolkata,wireless,2252375.0,01-03-2016,VIDEOCON
2015,2,Maharashtra,wireless,1839737.0,01-02-2015,AIRCEL
2018,4,Assam,wireless,8153763.0,01-04-2018,AIRTEL
2015,6,Rajasthan,wireline,41644.0,01-06-2015,AIRTEL
2010,6,Assam,wireless,5102876.0,01-06-2010,LOOP TELECOM
2024,1,Odisha,wireless,14982176.0,01-01-2024,JIO
2015,6,Himachal Pradesh,wireless,1396090.0,01-06-2015,BSNL
2010,8,Uttar Pradesh (East),wireless,1255960.0,01-08-2010,AIRCEL
2013,10,Haryana,wireless,2327703.0,01-10-2013,AIRTEL
2015,9,Odisha,wireless,591583.0,01-09-2015,SISTEMA / MTS
2012,10,Kolkata,wireline,0.0,01-10-2012,SISTEMA / MTS
2009,5,Uttarakhand,wireless,4158330.0,01-05-2009,RELIANCE COMMUNICATIONS
2020,8,Himachal Pradesh,wireless,104.0,01-08-2020,RELIANCE COMMUNICATIONS
2013,5,Gujarat,wireline,55523.0,01-05-2013,AIRTEL
2020,11,Uttar Pradesh (East),wireline,27.0,01-11-2020,RELIANCE COMMUNICATIONS
2018,5,Assam,wireless,38.0,01-05-2018,RELIANCE COMMUNICATIONS
2016,7,Rajasthan,wireless,11932709.0,01-07-2016,VODAFONE IDEA
2024,4,Maharashtra,wireless,5633705.0,01-04-2024,BSNL
2024,6,Odisha,wireless,230443.0,01-06-2024,MTNL
2020,3,Kerala,wireline,19648.0,01-03-2020,TATA TELE
2015,2,Karnataka,wireless,1572818.0,01-02-2015,SISTEMA / MTS
2020,9,West Bengal,wireline,177982.0,01-09-2020,BSNL
2011,1,Jammu And Kashmir,wireless,113.0,01-01-2011,LOOP TELECOM
2025,2,Himachal Pradesh,wireline,0.0,01-02-2025,RELIANCE COMMUNICATIONS
2014,6,Kolkata,wireless,3917471.0,01-06-2014,AIRTEL
2013,2,Uttar Pradesh (West),wireless,0.0,01-02-2013,MTNL
2013,10,Assam,wireless,4251030.0,01-10-2013,AIRTEL
2021,4,Kerala,wireless,17218904.0,01-04-2021,VODAFONE IDEA
2018,3,Gujarat,wireline,29886.0,01-03-2018,RELIANCE COMMUNICATIONS
2022,6,Odisha,wireless,13603769.0,01-06-2022,JIO
2011,9,Tamil Nadu,wireless,1415965.0,01-09-2011,TELENOR
2012,7,Rajasthan,wireless,2375458.0,01-07-2012,AIRCEL
2012,10,Tamil Nadu,wireline,485512.0,01-10-2012,AIRTEL
2010,3,West Bengal,wireline,2181.0,01-03-2010,TATA TELE
2019,12,Andhra Pradesh,wireline,789437.0,01-12-2019,BSNL
2010,11,Kerala,wireless,510256.0,01-11-2010,VIDEOCON
2020,1,Andhra Pradesh,wireless,18794095.0,01-01-2020,VODAFONE IDEA
2016,7,Uttar Pradesh (West),wireless,8396686.0,01-07-2016,AIRTEL
2012,7,Jammu And Kashmir,wireless,1776452.0,01-07-2012,AIRCEL
2013,9,Mumbai,wireless,5770597.0,01-09-2013,OTHERS
2023,9,Haryana,wireless,6979837.0,01-09-2023,VODAFONE IDEA
2019,3,Andhra Pradesh,wireless,10171597.0,01-03-2019,BSNL
2025,2,Rajasthan,wireless,23346647.0,01-02-2025,AIRTEL
2012,12,Odisha,wireless,2205917.0,01-12-2012,TATA TELE
2012,4,Kerala,wireless,2785744.0,01-04-2012,MTNL
2023,10,Uttar Pradesh (East),wireless,259892.0,01-10-2023,MTNL
2020,5,Assam,wireless,2830191.0,01-05-2020,BSNL
2020,2,Andhra Pradesh,wireline,756922.0,01-02-2020,BSNL
2023,5,Madhya Pradesh,wireless,16943923.0,01-05-2023,VODAFONE IDEA
2015,2,ALL INDIA,wireline,226254.0,01-02-2015,HFCL / QUADRANT
2022,11,Bihar,wireless,107509305.0,01-11-2022,BSNL
2017,3,Gujarat,wireless,17063.0,01-03-2017,AIRCEL
2014,12,Himachal Pradesh,wireless,8980144.0,01-12-2014,LOOP TELECOM
2011,5,Gujarat,wireless,3165944.0,01-05-2011,HFCL / QUADRANT
2011,5,Jammu And Kashmir,wireless,110180.0,01-05-2011,TATA TELE
2013,8,Haryana,wireless,0.0,01-08-2013,LOOP TELECOM
2020,11,Assam,wireless,3430062.0,01-11-2020,VODAFONE IDEA
2014,2,North East 1,wireless,979632.0,01-02-2014,RELIANCE COMMUNICATIONS
2012,12,Haryana,wireless,437.0,01-12-2012,OTHERS
2022,7,Bihar,wireless,10128738.0,01-07-2022,VODAFONE IDEA
2011,6,Madhya Pradesh,wireline,6970.0,01-06-2011,TATA TELE
2014,8,Maharashtra,wireless,5834193.0,01-08-2014,HFCL / QUADRANT
2020,3,Mumbai,wireline,85887.0,01-03-2020,VODAFONE IDEA
2011,5,Rajasthan,wireless,12449845.0,01-05-2011,AIRTEL
2013,2,Gujarat,wireline,100845.0,01-02-2013,RELIANCE COMMUNICATIONS
2014,9,Gujarat,wireless,6299248.0,01-09-2014,TELENOR
2015,9,Uttar Pradesh (West),wireless,3580417.0,01-09-2015,TATA TELE
2010,1,Kerala,wireless,2192805.0,01-01-2010,TATA TELE
2013,10,Jammu And Kashmir,wireless,2559401.0,01-10-2013,AIRTEL
2018,2,Delhi,wireline,1314917.0,01-02-2018,AIRTEL
2010,9,West Bengal,wireline,1459.0,01-09-2010,RELIANCE COMMUNICATIONS
2013,4,Rajasthan,wireline,51916.0,01-04-2013,SISTEMA / MTS
2011,2,ALL INDIA,wireless,652370.0,01-02-2011,ETISALAT
2020,4,Maharashtra,wireless,15759463.0,01-04-2020,AIRTEL
2017,6,Delhi,wireline,169762.0,01-06-2017,RELIANCE COMMUNICATIONS
2017,5,Kerala,wireless,1264036.0,01-05-2017,RELIANCE COMMUNICATIONS
2012,11,Uttar Pradesh (West),wireless,4643909.0,01-11-2012,OTHERS
2015,3,Assam,wireless,77223655.0,01-03-2015,MTNL
2020,6,Madhya Pradesh,wireline,303347.0,01-06-2020,BSNL
2024,4,Andhra Pradesh,wireline,0.0,01-04-2024,HFCL / QUADRANT
2011,6,ALL INDIA,wireless,11725080.0,01-06-2011,SISTEMA / MTS
2012,7,Delhi,wireless,1204172.0,01-07-2012,SISTEMA / MTS
2009,4,Kerala,wireline,50836.0,01-04-2009,AIRTEL
2011,3,West Bengal,wireless,8441216.0,01-03-2011,AIRTEL
2017,7,North East 1,wireless,307046.0,01-07-2017,SISTEMA / MTS
2017,6,Kerala,wireless,2320627.0,01-06-2017,MTNL
2020,8,Uttar Pradesh (West),wireless,20125736.0,01-08-2020,JIO
2012,1,Jammu And Kashmir,wireless,685929.0,01-01-2012,VODAFONE IDEA
2016,4,ALL INDIA,wireless,3572447.0,01-04-2016,MTNL
2013,9,Odisha,wireless,0.0,01-09-2013,VIDEOCON
2024,11,Delhi,wireline,2280061.0,01-11-2024,AIRTEL
2011,10,Rajasthan,wireless,1119840.0,01-10-2011,AIRCEL
2019,10,Rajasthan,wireless,6096708.0,01-10-2019,BSNL
2017,1,Rajasthan,wireless,5278568.0,01-01-2017,BSNL
2016,9,Uttar Pradesh (West),wireless,5504703.0,01-09-2016,RELIANCE COMMUNICATIONS
2012,9,Odisha,wireless,0.0,01-09-2012,ETISALAT
2017,1,Kolkata,wireless,2549426.0,01-01-2017,TATA TELE
2018,4,ALL INDIA,wireline,3933098.0,01-04-2018,AIRTEL
2021,8,Kolkata,wireless,5613894.0,01-08-2021,AIRTEL
2016,8,Kolkata,wireless,2322713.0,01-08-2016,MTNL
2022,9,Andhra Pradesh,wireless,8797156.0,01-09-2022,BSNL
2016,8,Kolkata,wireless,499439.0,01-08-2016,SISTEMA / MTS
2016,12,ALL INDIA,wireless,86544929.0,01-12-2016,RELIANCE COMMUNICATIONS
2019,12,Punjab,wireless,279.0,01-12-2019,RELIANCE COMMUNICATIONS
2020,2,ALL INDIA,wireless,17790.0,01-02-2020,RELIANCE COMMUNICATIONS
2014,8,ALL INDIA,wireline,17496692.0,01-08-2014,BSNL
2022,12,Punjab,wireless,4920829.0,01-12-2022,BSNL
2023,4,Uttar Pradesh (East),wireless,8652063.0,01-04-2023,BSNL
2011,10,Bihar,wireless,5488252.0,01-10-2011,VODAFONE IDEA
2014,4,Assam,wireless,36575250.0,01-04-2014,SISTEMA / MTS
2009,4,Uttarakhand,wireless,31697.0,01-04-2009,AIRCEL
2017,6,Andhra Pradesh,wireless,3539313.0,01-06-2017,RELIANCE COMMUNICATIONS
2013,6,Uttar Pradesh (West),wireless,5262422.0,01-06-2013,OTHERS
2021,7,Haryana,wireless,114331994.0,01-07-2021,BSNL
2024,6,Rajasthan,wireless,10485204.0,01-06-2024,VODAFONE IDEA
2022,2,Uttar Pradesh (East),wireline,98535.0,01-02-2022,AIRTEL
2019,3,Haryana,wireless,707059.0,01-03-2019,TATA TELE
2012,5,Rajasthan,wireless,3665805.0,01-05-2012,TATA TELE
2013,3,Punjab,wireless,4448199.0,01-03-2013,VODAFONE IDEA
2018,4,Haryana,wireline,22209.0,01-04-2018,AIRTEL
2010,8,Uttar Pradesh (East),wireless,11667100.0,01-08-2010,VODAFONE IDEA
2015,3,Odisha,wireless,4111033.0,01-03-2015,RELIANCE COMMUNICATIONS
2017,8,Kolkata,wireless,2471299.0,01-08-2017,VODAFONE IDEA
2017,8,Rajasthan,wireless,6805767.0,01-08-2017,TELENOR
2011,11,Uttar Pradesh (East),wireless,4487178.0,01-11-2011,TATA TELE
2009,1,Tamil Nadu,wireless,717942.0,01-01-2009,TATA TELE
2010,3,Rajasthan,wireless,5142441.0,01-03-2010,RELIANCE COMMUNICATIONS
2010,12,Maharashtra,wireless,9774318.0,01-12-2010,VODAFONE IDEA
2018,12,Assam,wireline,116309.0,01-12-2018,BSNL
2018,9,Bihar,wireless,386772.0,01-09-2018,TATA TELE
2011,4,Himachal Pradesh,wireless,436330.0,01-04-2011,OTHERS
2009,12,Bihar,wireless,91401959.0,01-12-2009,LOOP TELECOM
2013,4,Haryana,wireless,2310300.0,01-04-2013,RELIANCE COMMUNICATIONS
2014,9,Himachal Pradesh,wireless,1675194.0,01-09-2014,VIDEOCON
2017,6,Gujarat,wireline,8931.0,01-06-2017,VODAFONE IDEA
2014,11,Maharashtra,wireless,5369653.0,01-11-2014,BSNL
2015,12,Gujarat,wireless,11990608.0,01-12-2015,VODAFONE IDEA
2012,8,Rajasthan,wireless,0.0,01-08-2012,HFCL / QUADRANT
2014,1,Jammu And Kashmir,wireless,177527.0,01-01-2014,SISTEMA / MTS
2015,10,Assam,wireless,5457081.0,01-10-2015,AIRTEL
2012,4,Odisha,wireless,0.0,01-04-2012,ETISALAT
2014,9,North East 1,wireless,1080844.0,01-09-2014,MTNL
2012,4,Bihar,wireline,570577.0,01-04-2012,BSNL
2017,8,Punjab,wireless,5119298.0,01-08-2017,VODAFONE IDEA
2018,4,Himachal Pradesh,wireless,1025264.0,01-04-2018,VODAFONE IDEA
2023,2,West Bengal,wireline,330626.0,01-02-2023,HFCL / QUADRANT
2011,3,West Bengal,wireless,10419784.0,01-03-2011,VODAFONE IDEA
2020,5,Uttar Pradesh (East),wireline,13870.0,01-05-2020,VODAFONE IDEA
2020,9,Delhi,wireline,54847.0,01-09-2020,RELIANCE COMMUNICATIONS
2022,4,Andhra Pradesh,wireline,20305.0,01-04-2022,RELIANCE COMMUNICATIONS
2017,11,Andhra Pradesh,wireless,43622778.0,01-11-2017,SISTEMA / MTS
2019,12,Gujarat,wireless,577.0,01-12-2019,RELIANCE COMMUNICATIONS
2009,7,Odisha,wireless,1816711.0,01-07-2009,VODAFONE IDEA
2021,2,Jammu And Kashmir,wireless,1263252.0,01-02-2021,BSNL
2022,10,Tamil Nadu,wireline,118210.0,01-10-2022,TATA TELE
2010,12,Gujarat,wireless,24352.0,01-12-2010,SISTEMA / MTS
2023,4,Haryana,wireline,0.0,01-04-2023,MTNL
2014,6,Bihar,wireless,2838158.0,01-06-2014,VIDEOCON
2012,12,Bihar,wireless,3853362.0,01-12-2012,TATA TELE
2018,7,Gujarat,wireless,12748899.0,01-07-2018,AIRTEL
2013,3,Tamil Nadu,wireless,0.0,01-03-2013,LOOP TELECOM
2011,5,Uttar Pradesh (West),wireless,0.0,01-05-2011,OTHERS
2022,2,Andhra Pradesh,wireless,31321286.0,01-02-2022,AIRTEL
2011,9,Andhra Pradesh,wireline,87518.0,01-09-2011,RELIANCE COMMUNICATIONS
2014,5,Maharashtra,wireless,2314934.0,01-05-2014,MTNL
2021,11,North East 1,wireless,3984784.0,01-11-2021,JIO
2014,10,West Bengal,wireless,1393170.0,01-10-2014,LOOP TELECOM
2014,12,North East 1,wireless,1280728.0,01-12-2014,VODAFONE IDEA
2017,6,Uttar Pradesh (East),wireline,34373.0,01-06-2017,RELIANCE COMMUNICATIONS
2020,12,Himachal Pradesh,wireline,0.0,01-12-2020,AIRTEL
2019,4,Assam,wireless,6481873.0,01-04-2019,JIO
2017,11,North East 1,wireless,3339867.0,01-11-2017,AIRCEL
2018,10,Himachal Pradesh,wireless,5311.0,01-10-2018,TATA TELE
2010,7,Himachal Pradesh,wireless,1390834.0,01-07-2010,AIRTEL
2013,5,North East 1,wireless,2777682.0,01-05-2013,AIRTEL
2017,4,West Bengal,wireline,4010.0,01-04-2017,TATA TELE
2011,9,West Bengal,wireless,3108046.0,01-09-2011,TATA TELE
2022,5,Karnataka,wireless,7572092.0,01-05-2022,VODAFONE IDEA
2010,3,Assam,wireless,638758.0,01-03-2010,OTHERS
2010,11,Andhra Pradesh,wireless,7456513.0,01-11-2010,VODAFONE IDEA
2013,1,Kerala,wireline,11732.0,01-01-2013,TATA TELE
2014,12,North East 1,wireless,428926.0,01-12-2014,VODAFONE IDEA
2022,9,Madhya Pradesh,wireless,37513234.0,01-09-2022,JIO
2010,12,Uttar Pradesh (East),wireless,4000048.0,01-12-2010,TATA TELE
2019,1,Kolkata,wireless,6441769.0,01-01-2019,AIRTEL
2014,2,Assam,wireless,581321.0,01-02-2014,VODAFONE IDEA
2010,1,Uttar Pradesh (East),wireless,2701583.0,01-01-2010,LOOP TELECOM
2022,11,Mumbai,wireline,1318057.0,01-11-2022,MTNL
2023,11,Punjab,wireless,11886480.0,01-11-2023,JIO
2012,9,Jammu And Kashmir,wireless,0.0,01-09-2012,MTNL
2011,11,Himachal Pradesh,wireless,12641.0,01-11-2011,ETISALAT
2010,7,Gujarat,wireless,5582683.0,01-07-2010,LOOP TELECOM
2013,7,Delhi,wireline,1091612.0,01-07-2013,AIRTEL
2013,7,Uttar Pradesh (West),wireless,0.0,01-07-2013,HFCL / QUADRANT
2015,7,Delhi,wireless,2657153.0,01-07-2015,BSNL
2021,10,Bihar,wireless,34183516.0,01-10-2021,JIO
2023,1,Madhya Pradesh,wireless,5412656.0,01-01-2023,BSNL
2017,5,Gujarat,wireless,9197047.0,01-05-2017,AIRTEL
2009,3,Uttar Pradesh (East),wireless,2482733.0,01-03-2009,VODAFONE IDEA
2018,11,ALL INDIA,wireline,793467.0,01-11-2018,RELIANCE COMMUNICATIONS
2021,5,Karnataka,wireline,25552.0,01-05-2021,RELIANCE COMMUNICATIONS
2022,11,Kolkata,wireline,374132.0,01-11-2022,JIO
2017,6,Tamil Nadu,wireless,18655505.0,01-06-2017,AIRTEL
2022,2,Karnataka,wireline,903620.0,01-02-2022,AIRTEL
2024,10,Karnataka,wireless,1684424.0,01-10-2024,MTNL
2016,4,Uttar Pradesh (East),wireless,12584686.0,01-04-2016,TELENOR
2019,5,Delhi,wireline,1483397.0,01-05-2019,AIRTEL
2014,4,Tamil Nadu,wireless,1074068.0,01-04-2014,MTNL
2015,6,Uttar Pradesh (West),wireless,5406237.0,01-06-2015,RELIANCE COMMUNICATIONS
2015,3,Punjab,wireless,7765591.0,01-03-2015,AIRTEL
2014,7,Andhra Pradesh,wireless,6153102.0,01-07-2014,TATA TELE
2020,5,Assam,wireless,3989780.0,01-05-2020,VODAFONE IDEA
2011,1,ALL INDIA,wireless,84289641.0,01-01-2011,VODAFONE IDEA
2016,4,Uttar Pradesh (West),wireline,480.0,01-04-2016,VODAFONE IDEA
2009,6,Delhi,wireline,1530853.0,01-06-2009,MTNL
2025,3,Karnataka,wireline,688040.0,01-03-2025,BSNL
2015,3,Madhya Pradesh,wireline,270.0,01-03-2015,VODAFONE IDEA
2014,7,Rajasthan,wireless,2175229.0,01-07-2014,SISTEMA / MTS
2024,12,Bihar,wireline,11990.0,01-12-2024,TATA TELE
2016,8,West Bengal,wireline,3956.0,01-08-2016,TATA TELE
2010,6,Odisha,wireless,2208813.0,01-06-2010,TATA TELE
2010,10,Odisha,wireless,101.0,01-10-2010,LOOP TELECOM
2023,1,Andhra Pradesh,wireline,1006135.0,01-01-2023,JIO
2013,11,Himachal Pradesh,wireless,9587238.0,01-11-2013,LOOP TELECOM
2016,3,North East 1,wireless,375245.0,01-03-2016,RELIANCE COMMUNICATIONS
2015,10,Kerala,wireless,7849756.0,01-10-2015,HFCL / QUADRANT
2016,11,Madhya Pradesh,wireline,19741.0,01-11-2016,RELIANCE COMMUNICATIONS
2009,10,Maharashtra,wireless,5810803.0,01-10-2009,RELIANCE COMMUNICATIONS
2017,2,Karnataka,wireless,6578004.0,01-02-2017,JIO
2017,12,Kerala,wireless,11590307.0,01-12-2017,VODAFONE IDEA
2018,12,Uttar Pradesh (East),wireless,624.0,01-12-2018,RELIANCE COMMUNICATIONS
2013,6,Kolkata,wireless,3692150.0,01-06-2013,AIRTEL
2024,5,Maharashtra,wireline,378562.0,01-05-2024,JIO
2024,1,Kolkata,wireline,184464.0,01-01-2024,BSNL
2021,9,Kerala,wireline,8780.0,01-09-2021,VODAFONE IDEA
2019,8,Uttar Pradesh (West),wireless,27916543.0,01-08-2019,VODAFONE IDEA
2018,11,Andhra Pradesh,wireline,174635.0,01-11-2018,TATA TELE
2013,10,North East 1,wireline,60.0,01-10-2013,VODAFONE IDEA
2024,10,Punjab,wireline,355985.0,01-10-2024,HFCL / QUADRANT
2017,9,Uttar Pradesh (West),wireless,12179223.0,01-09-2017,VODAFONE IDEA
2024,11,ALL INDIA,wireline,355915.0,01-11-2024,HFCL / QUADRANT
2017,12,Andhra Pradesh,wireline,73284.0,01-12-2017,RELIANCE COMMUNICATIONS
2017,3,Bihar,wireless,12668538.0,01-03-2017,VODAFONE IDEA
2022,10,Jammu And Kashmir,wireline,167052.0,01-10-2022,JIO
2020,5,Madhya Pradesh,wireless,751.0,01-05-2020,RELIANCE COMMUNICATIONS
2012,2,Assam,wireless,172.0,01-02-2012,TELENOR
2016,9,Kolkata,wireless,8226967.0,01-09-2016,TELENOR
2012,9,Delhi,wireline,184533.0,01-09-2012,RELIANCE COMMUNICATIONS
2009,2,Punjab,wireless,1332993.0,01-02-2009,TATA TELE
2024,7,Rajasthan,wireline,0.0,01-07-2024,OTHERS
2022,12,Uttar Pradesh (West),wireless,21763217.0,01-12-2022,JIO
2022,9,Andhra Pradesh,wireless,364220737.0,01-09-2022,RELIANCE COMMUNICATIONS
2014,10,Madhya Pradesh,wireline,19194.0,01-10-2014,TATA TELE
2011,1,ALL INDIA,wireline,39403.0,01-01-2011,SISTEMA / MTS
2013,1,Mumbai,wireline,6810.0,01-01-2013,VODAFONE IDEA
2023,5,North East 1,wireless,5964169.0,01-05-2023,AIRTEL
2009,2,Maharashtra,wireless,4351567.0,01-02-2009,RELIANCE COMMUNICATIONS
2015,4,North East 1,wireless,2942445.0,01-04-2015,VIDEOCON
2018,11,Maharashtra,wireline,88212.0,01-11-2018,AIRTEL
2011,8,Tamil Nadu,wireless,1748808.0,01-08-2011,VODAFONE IDEA
2015,4,Bihar,wireless,9233831.0,01-04-2015,VODAFONE IDEA
2010,10,Gujarat,wireless,6024597.0,01-10-2010,AIRTEL
2014,6,Delhi,wireless,10433741.0,01-06-2014,AIRTEL
2017,7,Mumbai,wireless,4675555.0,01-07-2017,RELIANCE COMMUNICATIONS
2014,2,Uttar Pradesh (West),wireless,6009058.0,01-02-2014,RELIANCE COMMUNICATIONS
2012,11,Rajasthan,wireless,5912368.0,01-11-2012,BSNL
2015,8,Gujarat,wireline,80136.0,01-08-2015,RELIANCE COMMUNICATIONS
2021,12,West Bengal,wireline,229754.0,01-12-2021,BSNL
2010,4,Andhra Pradesh,wireline,1181442.0,01-04-2010,HFCL / QUADRANT
2009,7,Rajasthan,wireline,21516.0,01-07-2009,RELIANCE COMMUNICATIONS
2011,3,Himachal Pradesh,wireless,75602.0,01-03-2011,VIDEOCON
2021,2,Uttar Pradesh (West),wireless,1138726.0,01-02-2021,MTNL
2011,12,Odisha,wireline,456115.0,01-12-2011,BSNL
